Шарлотка	Шарлотка (от фр. Charlotte) — сладкий десерт из яблок, запечённых в тесте. Классическая шарлотка — это немецкое сладкое блюдо, приготовленное из белого хлеба, заварного крема, яиц, фруктов и ликёра.	wiki/sharlotka.jpg
Голубцы	"Голубцы́ — блюдо, распространённое в разных кухнях мира, представляющее собой мясной или овощной фарш с отваренными рисом и/или гречневой крупой, завёрнутый в капустные листья. Существуют разновидности с различными начинками. Блюда, состоящие из начинки, завёрнутой в капустный лист, широко распространены в Северной, Центральной и Восточной Европе, в Турции, Азербайджане, Армении, на Балканах, в Казахстане, Молдавии, странах Средней Азии, Северной Африке, Китае и Корее.
Заворачивание голубцов — трудоёмкий процесс, существует более простой вариант голубцов — ленивые голубцы, приготовление которых требует меньше времени. Традиционно ленивые голубцы готовят в кастрюле, казане или в духовке. Существует множество рецептов приготовления ленивых голубцов, главным различием которых является консистенция готового блюда."	wiki/golubtsyi.jpg
Рататуй	Ратату́й (фр. ratatouille; от «rata» — еда в просторечии и гл. «touiller» — мешать, помешивать) — традиционное овощное блюдо прованской кухни из перца, баклажанов и кабачков, во многом похожее на венгерское лечо.	wiki/ratatuj.jpg
Лазанья	"Лаза́нья (итал. lasagne) — макаронное изделие, тонкий лист теста в форме квадрата или прямоугольника, а также  блюдо итальянской кухни, традиционно приготовляемое из тонких листов теста (собственно и называющихся лазанья) со слоями различной начинки. По-итальянски, блюдо, в отличие от используемых для него макаронных изделий, может называться лаза́нья аль фо́рно (итал. lasagne al forno). 
Наиболее традиционной начинкой для лазаньи считается начинка на основе рагу с мясным фаршем, залитым соусом бешамель и посыпанным сыром пармезан. Однако в региональных вариантах начинка может быть, в частности, из помидоров, шпината, прочих овощей, соуса болоньезе, сыров моцарелла или рикотта, фактически же набор начинок неограничен."	wiki/lazanya.jpg
Эчпочмак	"Эчпочма́к, учпочма́к, усбосма́к (башк. өсбосмаҡ, тат. өчпочмак — «треугольник») — башкирское и татарское национальное блюдо, печёное изделие из дрожжевого, реже пресного теста, с начинкой из картофеля, мяса, как правило, говядины, баранины, гуся или утки и лука.
Наряду с «чак-чаком» треугольник — одна из визитных карточек республик и наиболее распространенная «кулинарная» ассоциация с ними среди жителей России. Без «треугольников» не обходится ни одно торжественное застолье, их подают практически во всех ресторанах, кафе и столовых, а также в обычных продовольственных магазинах."	wiki/echpochmak.jpg
Сюрстрёмминг	"Сюрстрёмминг (швед. surströmming, произносится как сюштрёммин) — шведский национальный продукт, представляющий собой консервированную квашеную сельдь. Слово surströmming состоит из слов sur и strömming, причём sur — «кислый», «квашеный» — происходит от прагерм. *sūraz — «кислый» и родственно нем. sauer, англ. sour и проч., а strömming в переводе со шведского означает «балтийская сельдь».

"	wiki/syurstryomming.jpg
Макароны «по-флотски»	Макаро́ны «по-фло́тски» — кулинарное блюдо, основными ингредиентами которого являются отварные макароны и обжаренное тушёное мясо или фарш с опциональным добавлением соли, перца и репчатого лука.	wiki/makaronyi-po-flotski.jpg
Оссобуко	"Оссобуко, оссо буко или осси-букки (итал. osso buco) — традиционное блюдо кухни Ломбардии, представляющее собой тушёную телячью голяшку, а также название используемого для этого блюда мясного полуфабриката.
Оссобуко означает буквально «полая кость» (от итал. osso — «кость» и buco — «дыра»), поскольку кость вместе с мозгом являются составной частью блюда.

Для приготовления оссобуко по-милански используют телячью голяшку, овощи и специи. Готовое блюдо обычно подают с ризотто по-милански (ризотто с добавлением шафрана), полентой, также с другими видами ризотто или пастой.
Хотя традиционным мясом для оссобуко является телятина, сейчас можно встретить также оссобуко из свинины и баранины."	wiki/ossobuko.jpg
Пельмени	Пельме́ни (ед. ч. пельме́нь) — блюдо в виде отварных изделий из пресного теста с начинкой из рубленого мяса или рыбы, попавшее в русскую кухню с Урала.	wiki/pelmeni.jpg
Хаш	Хаш (азерб. xaş, арм. խաշ, груз. ხაში, осет. хас) — жидкое горячее блюдо, суп, распространённое по всему Кавказу и Закавказью.	wiki/hash.jpg
Чахохбили	"Чахохби́ли (груз. ჩახოხბილი) — рагу из птицы, национальное грузинское блюдо.
Первоначально делалось из фазана (груз. ხოხობი — [хохоби]), но в настоящее время из любого мяса птицы, а особенно домашней курицы.
Кушанье приготавливается из кусочков филе птицы, тушёных в томатном соусе, с добавлением специй и чеснока. Характерной особенностью чахохбили является предварительное (до тушения) так называемое сухое обжаривание птицы в течение 15 минут без добавления какого-либо жира.Иногда при приготовлении этого блюда вода не добавляется, влага в блюде используется только из овощей, преимущественно лука. Остальное — интерпретации поваров."	wiki/chahohbili.jpg
Борщ	"Борщ — разновидность супа на основе свёклы, которая придаёт ему характерный красный цвет.
В словаре В. И. Даля — род щей, похлебка из свекольной кваши, на говядине и свинине или со свиным салом. Традиционное блюдо восточных славян, основное первое блюдо украинской кухни.
Является традиционным блюдом славянской кухни, имеющимся под сходными названиями у большинства славянских народов. Получило широкое распространение во многих национальных кухнях: это блюдо есть у русских, украинцев (укр. борщ), белорусов (бел. боршч), поляков (barszcz «баршч»), литовцев (barščiai «барщчяй»), румын (borş «борш») и молдаван (борш, borş)."	wiki/borsch.jpg
Сельдь под шубой	«Сельдь под шу́бой» — салат из сельди и овощей, распространённый в России и странах бывшего СССР. Примерно с середины 1970-х годов этот салат стал традиционным блюдом для праздничного и новогоднего стола.	wiki/seld-pod-shuboj.jpg
Котлета по-киевски	"Другая статья: Котлета по-киевски (речь).Котлета по-киевски — разновидность котлеты из отбивного куриного филе, в которое завёрнут кусочек  сливочного масла. Изначально масло вбивалось в котлету кулинарным молотком, что делало вкус филе сливочным, при поточном производстве масло стали просто заворачивать. Получившаяся котлета имеет эллипсоидную форму. Запекают во фритюре, предварительно дважды панируют (льезон — сухарная панировка). В масло можно добавлять тёртый сыр, грибы, зелень, яичный желток и пр. Блюдо подают на гренке.
Часто на одном конце котлеты крепят куриную косточку, на которую при подаче на стол надевается папильотка."	wiki/kotleta-po-kievski.jpg
Цыплёнок табака	"Цыплёнок табака́ (груз. წიწილა ტაბაკა «цицила тапака» сковорода с грузинского, «tabak» — «тарелка» с турецкого) — популярное блюдо турецкой и грузинской кухонь. Представляет собой курицу, зажаренную с чесноком, перцем и пряностями в местной разновидности сковороды с крышкой.
При приготовлении тушка курицы перед жаркой разворачивается и сплющивается под прессом с давлением 20-30 кПа. Как только кости курицы начнут ломаться, пресс отпускают и укладывают тушку на сковороду либо, как это было у народов Кавказа, на металлический лист, уложенный ровно на костёр. Далее курица накрывается увесистым грузом. В современной кулинарии используют особые сковороды для приготовления этого блюда, снабженные тяжёлой крышкой или винтовым прессом."	wiki/tsyiplyonok-tabaka.jpg
Шницель	"Шни́цель (нем. Schnitzel от schnitzen — нарезать) — тонкий пласт мяса, панированный и обжаренный методом глубокого погружения в раскалённое масло (фритюр). От отбивной отличается способом жарки и тем, что мясо может быть не отбито. От эскалопа — панировкой. Правильно приготовленный шницель имеет золотисто-оранжевый цвет и хрустящую корочку.
Название «шницель» первоначально относилось к блюду венской кухни, приготовленному из телятины, — венскому шницелю, распространившемуся во второй половине XIX века.
По-немецки «шницель» означает «отрезочек», «ломтик» или «стружка».
Чешский аналог шницеля — ржизек (чеш. řízek).
На данный момент встречается большое разнообразие локальных вариантов этого блюда, например, берлинский шницель, парижский шницель, охотничий шницель, гамбургский шницель, кордон блю и многие другие."	wiki/shnitsel.jpg
Плов	Плов — блюдо восточной кухни, основу которого составляет варёный рис (в исключительных случаях другая крупа или мелкие макаронные изделия). Отличительным свойством плова является его рассыпчатость, достигаемая соблюдением технологии приготовления риса и добавлением в плов животного или растительного жира, препятствующего слипанию крупинок. Посуда для подачи плова на стол называется «пловница», в Средней Азии — ляган.	wiki/plov.jpg
Хинкал	"Хинка́л — традиционное блюдо кавказской кухни, одно из наиболее популярных и в наши дни. Представляет собой вареные в мясном бульоне кусочки теста (собственно «хинкалины»), подаваемые с бульоном, варёным мясом и соусом.
Хинкал не следует путать с грузинским хинкали, представляющим собой существенно иной тип блюда."	wiki/hinkal.jpg
Нисуаз (салат)	"Сала́т нисуа́з (фр. salade niçoise) или салат с анчоусами — знаменитый кулинарный рецепт французского города Ниццы из свежих овощей, варёных яиц, анчоусов и оливкового масла. В качестве заправки в салат также добавляют лимонный сок или винный уксус.
Что касается истории происхождения салата нисуаз, существует версия, что в его создании принимал участие известный хореограф Джордж Баланчин.
Вопреки тому, что практикуется в некоторых ресторанах, в салат нисуаз, по мнению бывшего мэра Ниццы Жака Медесена, никогда не кладут ни рис, ни картофель, ни стручки зелёной фасоли, ни варёные овощи."	wiki/nisuaz-salat.jpg
Беляш	"Беляш (от тат. пәрәмәч и башк. ваҡ бәлеш), перемяч — блюдо казахской, башкирской и татарской кухни. Представляет собой жареный в масле продукт из пресного или дрожжевого теста с фаршем или мелко рубленым мясом.
Название происходит от слова бэлиш, которым в татарской и башкирской кухнях называют большой печёный пирог из пресного теста с разнообразной начинкой, чаще из мяса, нарезанного кусочками и смешанного с картофелем или в редких случаях с пшеном или рисом, иногда в виде блюда, готовящегося в горшке с «крышкой» из пресного теста.
Беляш в славянской кухне отличается добавлением в тесто яйца, а в говяжий фарш свинины, что по религиозным традициям недопустимо у исповедующих ислам татар или башкир при приготовлении перемя́ча, где может использоваться либо жирная говядина, либо баранина; по этой причине беляш, в славянской культуре, является другим блюдом.
Происхождение самого блюда до сих пор остается спором историков, так как именно северные народы чаще использовали выпечку с мясом, а большинство азиатских стран предпочитали заворачивание мяса в тесто для варки, чтобы сократить время приготовления из-за междоусобных войн.

"	wiki/belyash.jpg
Рагу	"Рагу́ (фр. ragoût; от фр. ragoûter — возбуждать аппетит) — блюдо из небольших кусочков тушёного мяса, рыбы, птицы, дичи, овощей или грибов, часто в густом соусе. Появившись как заимствованное слово для обозначения иностранного блюда, рагу закрепилось в русском языке как название подобного рода блюд. Впервые упоминается уже у Радищева.
В итальянской кухне рагу (итал. Ragù) — густой мясной или рыбный соус для пасты. От французского тёзки отличается, как правило, более измельчёнными ингредиентами. Классическим примером является ragù alla bolognese (соус болоньезе)."	wiki/ragu.jpg
Хумус	"Ху́мус (ху́ммус, хо́мус, хо́ммус; араб. حُمُّص‎) — закуска из нутового пюре, в состав которой обычно входят кунжутная паста (тахи́ни), оливковое масло, чеснок, сок лимона, паприка.
В арабском языке и на иврите слово «хумус» (‏חומוס‏‎) означает как растение нут бараний (Cicer arietinum), так и саму закуску. Широко распространён в странах Ближнего Востока, в современности получил известность во всём мире. Используется как самостоятельное блюдо, как соус, заправка для других блюд, как спред. Близкие по ингредиентам и способу приготовлению блюда — масабаха, мешауша."	wiki/humus.jpg
Холодец	"Холоде́ц (сту́день) — блюдо из сгустившегося до желеобразной массы от охлаждения мясного бульона с кусочками мяса. Известен с XVI векаХолодец не является разновидностью заливного, так как желеобразная консистенция заливных блюд является следствием использования желеобразующих веществ, таких, как желатин и агар-агар, а холодец является самостоятельным блюдом, не требующим добавок.
Холодец и студень, в общем-то, одно и то же. В основном это блюдо называют студнем в северных и северо-западных районах России, тогда как на юге и юго-востоке блюдо чаще называют холодец. Кроме того, иногда название «холодец» применяется к блюду, полученному из свиного или свино-говяжьего бульона, чтобы отличать от блюда, полученного исключительно из говяжьего бульона.
В идеале студень готовится из коровьей головы, мозгов и всех четырёх ног, однако вполне допустимо использовать только ноги, добавляя куски мяса, хвосты и т. п. В случае, если речь идёт об использовании в студне свинины, то хорошо использовать свиные уши, хвосты, ноги. В целом, для студня должны использоваться те части туши, в которых достаточно желирующих веществ.
Существуют национальные разновидности холодца, например, грузинское блюдо мужужи, молдавский студень из петуха и т. д.
От немецкого слова Sülze (студень) происходит русское «зельц», относящееся к студням. В Польше студень — это «galareta», в Белоруссии — это «халоднае», на Украине — «холодець», «драглі», в Латвии — «aukstā gaļa» или «galerts», в Румынии — «piftie» или «rǎcituri», в Болгарии — «пача», в Сербии — «пихтије», в Литве - «šaltiena», в Эстонии — «sült».
Очень часто холодец подают к столу с хреном или горчицей."	wiki/holodets.jpg
Бешбармак	"Бешбарма́к, бишбарма́к, бесбарма́к (башк. бишбармаҡ, куллама; каз. бесбармақ, нарын; каракалп. турама; кирг. бешбармак, тууралган эт, нарын; тат. бишбармак, куллама; туркм. дограма; уйг. нерин, тутмач; узб. норин) — традиционное мясо-мучное блюдо тюркоязычных народов. Бешбармак готовится, как правило, по случаю семейных праздников или приёма дорогих гостей.
В целом, блюдо представляет собой крошеное отварное мясо с лапшой, луковым соусом и некоторыми особенностями в технологии приготовления и подачи, что позволяет достичь вкуса, присущего именно этому блюду. Традиция мелко крошить мясо имеет особое значение и древние корни. Это знак уважения хозяев к гостям, особенно к пожилым (им трудно разжёвывать крупные куски). Плохо накрошенное мясо в бешбармаке расценивается как неуважение к гостям или просто как неумение готовить бешбармак.
В современном Казахстане под словом бешбармак/бесбармак ошибочно понимают блюдо, именуемое по-казахски ет (каз. ет — мясо, «мясо по-казахски»), в киргизской кухне это же блюдо называется кульчётай, а в каракалпакской гуртук.
Бешбармаком следует считать блюдо нарын, как это делается в Киргизии, так как нарын готовится из крошеного отварного мяса — обязательного ингредиента бешбармака."	wiki/beshbarmak.jpg
Тунцзыдань	"Тунцзыда́нь (кит. 童子蛋, пиньинь Tóngzǐ dàn, буквально: «яйцо мальчика») — традиционное блюдо, распространённое в провинции Чжэцзян, Китайская народная республика. Приготавливается из куриных яиц. Употребляется весной.
Для приготовления блюда, считающегося «весенним деликатесом», куриные яйца отваривают в моче, собранной исключительно у мальчиков, не достигших возраста половой зрелости. После закипания жидкости яйца извлекают из неё и надбивают скорлупу с тем, чтобы моча проникла внутрь яйца. Процесс варки занимает целый день, при выкипании мочу добавляют. Когда скорлупа растрескивается, тунцзыдань, солёный на вкус, считается готовым к употреблению.
Для сбора мочи мальчиков до 10 лет в школах региона устанавливают специальные вёдра. При этом мочиться в такие вёдра разрешается только здоровым детям.
Яйца тунцзыдань продаются с лотка; обычно по цене в два раза большей, чем цена простых крутых яиц. Моча мальчиков — традиционное средство китайской медицины. Чжэцзянцы верят в то, что деликатес имеет лекарственную ценность, действуя как жаропонижающее и кровоостанавливающее средство. Однако научная медицина этого не подтверждает.
Традиции употребления «весенних яиц» уже несколько веков. Впервые в европейской прессе она описана в 1891 году. В 2008 году тунцзыдань получил статус предмета нематериального культурного наследия провинции Чжэцзян."	wiki/tuntszyidan.jpg
Пивной суп	Пивной суп — разновидность супа, в котором наряду с водой и бульоном в качестве жидкой основы используется пиво. Известен со времён средневековья, упоминался в монастырских хрониках и его рецепты присутствуют в старинных поваренных книгах.	wiki/pivnoj-sup.jpg
Ростбиф	"Ро́стбиф (от англ. Roast beef — дословно «запеченная говядина») — блюдо английской кухни, представляющее собой запечённый в духовом шкафу большой кусок говяжьего мяса. Иногда ростбиф готовят на решётке-гриль или тушат.
Говядина считалась «национальным мясом Англии», название основного блюда из неё — «ростбиф», нередко упоминалось в литературе и несёт английские патриотические коннотации. Однако, вероятно, популярным оно становится только в XVII веке, например, ростбифа нет в книге средневековых английских рецептов Д. Хартли («Еда в Англии»)."	wiki/rostbif.jpg
Шашлык	Шашлы́к (крымскотат. шишлик, от шиш — вертел) — изначально блюдо из баранины мелкой нарезки, нанизанное на шампур и запеченное на древесном угле в мангале; при этом возможно применение маринада, от простейших специй (соль, чёрный перец, уксус) до сложных многокомпонентных составов, требующих особого приготовления. Позже название «шашлык» в русском языке распространилось на блюда из свинины, птицы, рыбы, овощей, грибов, приготовленные тем же способом.	wiki/shashlyik.jpg
Прошутто	"Прошу́тто (итал. prosciutto в переводе означает окорок) — итальянская ветчина, сделанная из окорока, натёртого солью. Самая известная разновидность прошутто — пармская ветчина не содержит никаких других дополнительных ингредиентов, кроме морской соли. В других регионах Италии используют различные специи (перец, чеснок и т. д.). Окорок высшего качества. Для него специально выращивают свиней, откармливая фруктами и кукурузой. В окрестностях Пармы их кормят сывороткой, оставшейся от производства сыра пармезан. Задние окорока свиньи сначала подвергаются сухой засолке, затем их вялят не менее десяти месяцев. Мясо после этого получается твёрдое, сухое, с особым ароматом. Прошутто не нужно обрабатывать термически, поскольку он станет сухим и жестким. Бледно-розовые, чуть блестящие тонкие ломтики прошутто добавляют в блюда в конце готовки, а чаще всего нарезают очень тонкими ломтиками и подают на стол с дыней или инжиром, или приправляют супы и похлёбки с небольшим количеством прошутто.
Прошутто делают в нескольких местностях Италии. Лучшая из них — прошутто ди парма, она же пармская ветчина, а также из Сан-Даниеле (итал. Prosciutto di San Daniele).
Из итальянской кухни блюдо позаимствовали кухни балканских народов, где оно известно под названием пршут — главное национальное блюдо Черногории."	wiki/proshutto.jpg
Щи	Щи — разновидность заправочного супа, блюдо русской кухни. Изначально щами называли разные похлёбки («шти капустны, шти борщовы, шти репяны»), позднее под словом «щи» стали подразумевать, в первую очередь, капустные щи.	wiki/schi.jpg
Долма	Долма́ (далма, дулма, дурма, толма, сарма) — блюдо, представляющее собой начинённые овощи или листья (как правило, виноградные), голубцы в виноградных листьях. Начинка обычно готовится на основе риса, может также содержать отварной мясной фарш. Долма широко распространена в кухнях народов Закавказья, Балканского полуострова, Передней и Центральной Азии, а также Северной Африки. Каждая из национальных кухонь имеет свои варианты приготовления долмы.	wiki/dolma.jpg
Гоголь-моголь	Го́голь-мо́голь — десерт, основные компоненты которого — взбитый яичный желток и сахар. Существует множество вариаций этого напитка: с добавлением вина, виски, ванилина, рома, хлеба, мёда, какао, фруктовых и ягодных соков.	wiki/gogol-mogol.jpg
Оливье (салат)	"Оливье́ — популярный в СССР и современной России праздничный салат. Фирменное блюдо ресторана «Эрмитаж» в Москве, которым с 1860-х до 1883 года руководил Люсьен Оливье.
Массовую популярность этот салат (вместе с салатами «Сельдь под шубой» и «Мимоза») начал обретать в 1960—1970-х годах, когда относительно доступными становились мясо и майонез промышленного изготовления. Пик популярности пришёлся на постсоветский период."	wiki/olive-salat.jpg
Мимоза (салат)	Мимоза — праздничный салат, появившийся в СССР в начале 1970-х. Название получил из-за внешнего сходства с цветками мимозы (акации серебристой).	wiki/mimoza-salat.jpg
Заливное	Заливное — наименование в русской национальной кухне холодного блюда из мяса или рыбы, залитого студенистым наваром.	wiki/zalivnoe.jpg
Чак-чак	Чак-ча́к (башк. сәк-сәк,тат. чәк-чәк, каз. шек-шек, кирг. чак-чак) — мучная восточная сладость из обжаренных во фритюре кусочков теста, перемешанных с медовым сиропом. Национальное кулинарное изделие башкир и татар, также блюдо киргизов, узбеков, таджиков и соседних с Башкирией и Татарстаном народов — русских Южного Урала и казахов северо-западного Казахстана.	wiki/chak-chak.jpg
